MU,OPT_USED,N2,T0,F0,F_AVG,F_MIN,F_MAX,AVG_BEST_AT,MIN_BEST_AT,MAX_BEST_AT,INIT_NB_TRUCKS,AVG_NB_TRUCKS,MIN_NB_TRUCKS,MAX_NB_TRUCKS,AVG_EXEC_T,MIN_EXEC_T,MAX_EXEC_T
0.96,RI,1000,400,947.0932848968123,462.91230334939416,462.91230334939416,462.91230334939416,14747.0,14747,14747,6,3.0,3,3,71506721700.0,71506721700,71506721700
0.96,RI,1000,500,1009.2345899406911,392.1385619928763,392.1385619928763,392.1385619928763,15450.0,15450,15450,6,3.0,3,3,69286138200.0,69286138200,69286138200
0.96,RI,1000,1000,1014.335811490495,371.07524543689965,371.07524543689965,371.07524543689965,16092.0,16092,16092,6,3.0,3,3,90410789500.0,90410789500,90410789500
0.96,RISE,1000,3,1035.898230294035,372.87726685145867,372.87726685145867,372.87726685145867,19635.0,19635,19635,6,3.0,3,3,49295452700.0,49295452700,49295452700
0.96,RISE,1000,4,1048.7106709140412,416.9673175981098,416.9673175981098,416.9673175981098,4122.0,4122,4122,7,3.0,3,3,55240694200.0,55240694200,55240694200
0.96,RISE,1000,5,1025.5915913474355,437.43687096715223,437.43687096715223,437.43687096715223,2360.0,2360,2360,7,3.0,3,3,53347487100.0,53347487100,53347487100
0.96,RISE,1000,6,884.9945420807983,386.4990865285399,386.4990865285399,386.4990865285399,9358.0,9358,9358,6,3.0,3,3,62849613800.0,62849613800,62849613800
0.96,RISE,1000,7,1097.6421728571522,374.6734206474884,374.6734206474884,374.6734206474884,7866.0,7866,7866,7,3.0,3,3,69806077000.0,69806077000,69806077000
0.96,RISE,1000,8,1145.579458939746,358.37230256826217,358.37230256826217,358.37230256826217,5854.0,5854,5854,7,3.0,3,3,67201860600.0,67201860600,67201860600
0.96,RISE,1000,9,1092.750644885887,388.63971722990743,388.63971722990743,388.63971722990743,6085.0,6085,6085,7,3.0,3,3,63843157700.0,63843157700,63843157700
0.96,RISE,1000,10,931.0320448750593,366.3434145906783,366.3434145906783,366.3434145906783,7383.0,7383,7383,6,3.0,3,3,69504909800.0,69504909800,69504909800
0.96,RISE,1000,15,1013.251692058159,368.79206161959223,368.79206161959223,368.79206161959223,9834.0,9834,9834,6,3.0,3,3,70538481300.0,70538481300,70538481300
0.96,RISE,1000,20,1106.8809430126564,361.03467597176893,361.03467597176893,361.03467597176893,9369.0,9369,9369,7,3.0,3,3,68353610600.0,68353610600,68353610600
0.96,RISE,1000,25,821.1161723495134,422.1280011159018,422.1280011159018,422.1280011159018,11663.0,11663,11663,5,3.0,3,3,63587282300.0,63587282300,63587282300
0.96,RISE,1000,30,973.5600888574297,365.5902469532642,365.5902469532642,365.5902469532642,11470.0,11470,11470,6,3.0,3,3,72011244100.0,72011244100,72011244100
0.96,RISE,1000,40,1008.8059231348639,382.5676032534343,382.5676032534343,382.5676032534343,17367.0,17367,17367,6,3.0,3,3,63614790800.0,63614790800,63614790800
0.96,RISE,1000,50,933.7658635860998,437.55551015551816,437.55551015551816,437.55551015551816,22983.0,22983,22983,6,3.0,3,3,60086246200.0,60086246200,60086246200
0.96,RISE,1000,60,947.0804814303093,394.60690309942294,394.60690309942294,394.60690309942294,15813.0,15813,15813,6,3.0,3,3,60740465700.0,60740465700,60740465700
0.96,RISE,1000,70,915.4977603461566,384.1725196066098,384.1725196066098,384.1725196066098,12093.0,12093,12093,6,3.0,3,3,70560825700.0,70560825700,70560825700
0.96,RISE,1000,80,1088.8436474595321,361.1335001609543,361.1335001609543,361.1335001609543,11921.0,11921,11921,7,3.0,3,3,73668868000.0,73668868000,73668868000
0.96,RISE,1000,90,1006.337162615369,365.4914227640788,365.4914227640788,365.4914227640788,13036.0,13036,13036,6,3.0,3,3,70113027700.0,70113027700,70113027700
0.96,RISE,1000,100,1015.0542594710294,427.69992975240854,427.69992975240854,427.69992975240854,14138.0,14138,14138,6,3.0,3,3,66647873700.0,66647873700,66647873700
0.96,RISE,1000,150,921.0239077187022,361.1335001609543,361.1335001609543,361.1335001609543,14965.0,14965,14965,6,3.0,3,3,77867968400.0,77867968400,77867968400
0.96,RISE,1000,200,1007.5142359621203,388.01365912685327,388.01365912685327,388.01365912685327,13183.0,13183,13183,6,3.0,3,3,68588939000.0,68588939000,68588939000
0.96,RISE,1000,300,998.9609076354616,405.8226094062362,405.8226094062362,405.8226094062362,14768.0,14768,14768,6,3.0,3,3,64889912700.0,64889912700,64889912700
0.96,RISE,1000,400,1059.6998310497177,364.63818005626285,364.63818005626285,364.63818005626285,18409.0,18409,18409,7,3.0,3,3,76211081100.0,76211081100,76211081100
0.96,RISE,1000,500,943.04176462187,411.1725821655758,411.1725821655758,411.1725821655758,40060.0,40060,40060,6,3.0,3,3,63739400600.0,63739400600,63739400600
0.96,RISE,1000,1000,1071.1792592569045,394.1221477977666,394.1221477977666,394.1221477977666,18450.0,18450,18450,7,3.0,3,3,69851458900.0,69851458900,69851458900
